,ID Acometida,geometry,Sector GIS,Sector Contratos,Problemas,Sugerencias
5311,1339208,POINT (444589.7142000003 4109998.5934999995),SANTA TERESA,FUD-400,Sectores no definidos: El ID de sectores de contratos no existe en los sectores GIS disponibles,Crear sector en GIS y añadirlo al archivo sectores
5312,1339211,POINT (444567.79470000044 4109939.793400001),SANTA TERESA,FUD-400,Sectores no definidos: El ID de sectores de contratos no existe en los sectores GIS disponibles,Crear sector en GIS y añadirlo al archivo sectores
5387,1339406,POINT (444484.28560000006 4110165.9868),SANTA TERESA,SANTA TERESA,Acometidas duplicadas: Un mismo ID de acometida tiene varios puntos geométricos asociados,"Distancia menor de 25 metros, unificar en AQUACIS"
5420,1339451,POINT (444237.80229999963 4110349.111199999),ESPAÑA,JUEVES,Sectores no parejos: El ID de sectores de contratos no coincide con la posición de las acometidas según los sectores especificados,"Tomar sector GIS, en este caso: ESPAÑA"
5461,1339538,POINT (444295.0462999996 4110597.2902000006),ESPAÑA,SANTA TERESA,Sectores no parejos: El ID de sectores de contratos no coincide con la posición de las acometidas según los sectores especificados,"Tomar sector GIS, en este caso: ESPAÑA"
5466,1339560,POINT (444422.0310000004 4110534.7250999995),ESPAÑA,SANTA TERESA,Sectores no parejos: El ID de sectores de contratos no coincide con la posición de las acometidas según los sectores especificados,"Tomar sector GIS, en este caso: ESPAÑA"
5474,1339579,POINT (444633.3108999999 4110707.4340000004),JUEVES,JUEVES,Acometidas duplicadas: Un mismo ID de acometida tiene varios puntos geométricos asociados,"Distancia menor de 25 metros, unificar en AQUACIS"
5619,1339581,POINT (444648.4313000003 4110731.3249999993),JUEVES,JUEVES,Acometidas duplicadas: Un mismo ID de acometida tiene varios puntos geométricos asociados,"Distancia menor de 25 metros, unificar en AQUACIS"
5725,1339730,POINT (444499.0231999997 4110816.0046999995),JUEVES,JUEVES,Acometidas duplicadas: Un mismo ID de acometida tiene varios puntos geométricos asociados,"Distancia menor de 25 metros, unificar en AQUACIS"
5968,1340449,POINT (444411.81379999965 4110379.5731000006),ESPAÑA,ESPAÑA,Acometidas duplicadas: Un mismo ID de acometida tiene varios puntos geométricos asociados,"Distancia menor de 25 metros, unificar en AQUACIS"
6005,1340500,POINT (444465.19400000013 4110277.7531000003),ESPAÑA,ESPAÑA,Acometidas duplicadas: Un mismo ID de acometida tiene varios puntos geométricos asociados,"Distancia menor de 25 metros, unificar en AQUACIS"
6013,1340519,POINT (444348.14269999973 4110166.5622000005),ESPAÑA,SANTA TERESA,Sectores no parejos: El ID de sectores de contratos no coincide con la posición de las acometidas según los sectores especificados,"Tomar sector GIS, en este caso: ESPAÑA"
6014,1340522,POINT (444344.57990000024 4110167.8115999997),ESPAÑA,SANTA TERESA,Sectores no parejos: El ID de sectores de contratos no coincide con la posición de las acometidas según los sectores especificados,"Tomar sector GIS, en este caso: ESPAÑA"
6020,1340550,POINT (444552.2022000002 4110909.5315000005),JUEVES,JUEVES,Acometidas duplicadas: Un mismo ID de acometida tiene varios puntos geométricos asociados,"Distancia menor de 25 metros, unificar en AQUACIS"
6049,1340621,POINT (444766.54750000034 4110770.9202999994),JUEVES,JUEVES,Acometidas duplicadas: Un mismo ID de acometida tiene varios puntos geométricos asociados,"Distancia mayor de 25 metros, comprobar en GIS y AQUACIS"
6085,1340755,POINT (444671.3180999998 4110685.520300001),JUEVES,JUEVES,Acometidas duplicadas: Un mismo ID de acometida tiene varios puntos geométricos asociados,"Distancia mayor de 25 metros, comprobar en GIS y AQUACIS"
6154,1341080,POINT (444372.5976 4110439.8355),ESPAÑA,JUEVES,Sectores no parejos: El ID de sectores de contratos no coincide con la posición de las acometidas según los sectores especificados,"Tomar sector GIS, en este caso: ESPAÑA"
6164,1341088,POINT (444330.14219999965 4110480.248400001),ESPAÑA,JUEVES,Sectores no parejos: El ID de sectores de contratos no coincide con la posición de las acometidas según los sectores especificados,"Tomar sector GIS, en este caso: ESPAÑA"
6165,1341089,POINT (444329.8244000003 4110477.9243),ESPAÑA,JUEVES,Sectores no parejos: El ID de sectores de contratos no coincide con la posición de las acometidas según los sectores especificados,"Tomar sector GIS, en este caso: ESPAÑA"
6166,1341090,POINT (444328.5728000002 4110468.7709),ESPAÑA,JUEVES,Sectores no parejos: El ID de sectores de contratos no coincide con la posición de las acometidas según los sectores especificados,"Tomar sector GIS, en este caso: ESPAÑA"
6167,1341092,POINT (444328.2023 4110466.0610000007),ESPAÑA,JUEVES,Sectores no parejos: El ID de sectores de contratos no coincide con la posición de las acometidas según los sectores especificados,"Tomar sector GIS, en este caso: ESPAÑA"
6168,1341096,POINT (444326.61760000046 4110454.4703),ESPAÑA,JUEVES,Sectores no parejos: El ID de sectores de contratos no coincide con la posición de las acometidas según los sectores especificados,"Tomar sector GIS, en este caso: ESPAÑA"
6169,1341098,POINT (444324.1079000002 4110436.1161),ESPAÑA,JUEVES,Sectores no parejos: El ID de sectores de contratos no coincide con la posición de las acometidas según los sectores especificados,"Tomar sector GIS, en este caso: ESPAÑA"
6170,1341100,POINT (444323.5569000002 4110432.085999999),ESPAÑA,JUEVES,Sectores no parejos: El ID de sectores de contratos no coincide con la posición de las acometidas según los sectores especificados,"Tomar sector GIS, en este caso: ESPAÑA"
6171,1341101,POINT (444332.3783 4110496.6378000006),ESPAÑA,JUEVES,Sectores no parejos: El ID de sectores de contratos no coincide con la posición de las acometidas según los sectores especificados,"Tomar sector GIS, en este caso: ESPAÑA"
6172,1341102,POINT (444322.2762000002 4110422.7205999997),ESPAÑA,JUEVES,Sectores no parejos: El ID de sectores de contratos no coincide con la posición de las acometidas según los sectores especificados,"Tomar sector GIS, en este caso: ESPAÑA"
6173,1341103,POINT (444330.7600999996 4110484.7674000002),ESPAÑA,JUEVES,Sectores no parejos: El ID de sectores de contratos no coincide con la posición de las acometidas según los sectores especificados,"Tomar sector GIS, en este caso: ESPAÑA"
6174,1341104,POINT (444321.9899000004 4110420.6258000005),ESPAÑA,JUEVES,Sectores no parejos: El ID de sectores de contratos no coincide con la posición de las acometidas según los sectores especificados,"Tomar sector GIS, en este caso: ESPAÑA"
6175,1341105,POINT (444330.12650000025 4110480.1328999996),ESPAÑA,JUEVES,Sectores no parejos: El ID de sectores de contratos no coincide con la posición de las acometidas según los sectores especificados,"Tomar sector GIS, en este caso: ESPAÑA"
6176,1341106,POINT (444320.8940000003 4110412.6104000006),ESPAÑA,JUEVES,Sectores no parejos: El ID de sectores de contratos no coincide con la posición de las acometidas según los sectores especificados,"Tomar sector GIS, en este caso: ESPAÑA"
6177,1341107,POINT (444329.1972000003 4110473.3378999997),ESPAÑA,JUEVES,Sectores no parejos: El ID de sectores de contratos no coincide con la posición de las acometidas según los sectores especificados,"Tomar sector GIS, en este caso: ESPAÑA"
6178,1341108,POINT (444328.80759999994 4110470.4878000002),ESPAÑA,JUEVES,Sectores no parejos: El ID de sectores de contratos no coincide con la posición de las acometidas según los sectores especificados,"Tomar sector GIS, en este caso: ESPAÑA"
6188,1341158,POINT (444886.1129999999 4110678.5343999993),JUEVES,FUD-400,Sectores no definidos: El ID de sectores de contratos no existe en los sectores GIS disponibles,Crear sector en GIS y añadirlo al archivo sectores
6189,1341162,POINT (444868.86760000046 4110654.5111999996),JUEVES,FUD-400,Sectores no definidos: El ID de sectores de contratos no existe en los sectores GIS disponibles,Crear sector en GIS y añadirlo al archivo sectores
6190,1341164,POINT (444811.51800000016 4110563.3971999995),JUEVES,FUD-400,Sectores no definidos: El ID de sectores de contratos no existe en los sectores GIS disponibles,Crear sector en GIS y añadirlo al archivo sectores
6191,1341166,POINT (444823.9581000004 4110586.926999999),JUEVES,FUD-400,Sectores no definidos: El ID de sectores de contratos no existe en los sectores GIS disponibles,Crear sector en GIS y añadirlo al archivo sectores
6192,1341167,POINT (444821.7795000002 4110582.8062999994),JUEVES,FUD-400,Sectores no definidos: El ID de sectores de contratos no existe en los sectores GIS disponibles,Crear sector en GIS y añadirlo al archivo sectores
6193,1341169,POINT (444808.3189000003 4110557.3466999996),JUEVES,FUD-400,Sectores no definidos: El ID de sectores de contratos no existe en los sectores GIS disponibles,Crear sector en GIS y añadirlo al archivo sectores
6223,1341335,POINT (444617.3646 4110522.4705999997),JUEVES,PONIENTE,Sectores no parejos: El ID de sectores de contratos no coincide con la posición de las acometidas según los sectores especificados,"Tomar sector GIS, en este caso: JUEVES"
6263,1341462,POINT (444067.01300000027 4110820.043299999),PONIENTE,PONIENTE,Acometidas duplicadas: Un mismo ID de acometida tiene varios puntos geométricos asociados,"Distancia menor de 25 metros, unificar en AQUACIS"
6267,1341467,POINT (444058.23610000033 4110799.3934000004),PONIENTE,PONIENTE,Acometidas duplicadas: Un mismo ID de acometida tiene varios puntos geométricos asociados,"Distancia menor de 25 metros, unificar en AQUACIS"
6350,1341847,POINT (444400.9561999999 4110706.7063999996),JUEVES,JUEVES,Acometidas duplicadas: Un mismo ID de acometida tiene varios puntos geométricos asociados,"Distancia menor de 25 metros, unificar en AQUACIS"
6375,1341975,POINT (444206.0625 4110253.006100001),ESPAÑA,PONIENTE,Sectores no parejos: El ID de sectores de contratos no coincide con la posición de las acometidas según los sectores especificados,"Tomar sector GIS, en este caso: ESPAÑA"
6405,1342149,POINT (444500.6453999998 4110534.8225),ESPAÑA,SANTA TERESA,Sectores no parejos: El ID de sectores de contratos no coincide con la posición de las acometidas según los sectores especificados,"Tomar sector GIS, en este caso: ESPAÑA"
6406,1342150,POINT (444516.4603000004 4110514.8115),ESPAÑA,SANTA TERESA,Sectores no parejos: El ID de sectores de contratos no coincide con la posición de las acometidas según los sectores especificados,"Tomar sector GIS, en este caso: ESPAÑA"
6413,1342151,POINT (444520.1359000001 4110511.204),ESPAÑA,SANTA TERESA,Sectores no parejos: El ID de sectores de contratos no coincide con la posición de las acometidas según los sectores especificados,"Tomar sector GIS, en este caso: ESPAÑA"
6414,1342152,POINT (444525.12930000015 4110506.3033000007),ESPAÑA,SANTA TERESA,Sectores no parejos: El ID de sectores de contratos no coincide con la posición de las acometidas según los sectores especificados,"Tomar sector GIS, en este caso: ESPAÑA"
6415,1342153,POINT (444526.65500000026 4110504.8058),ESPAÑA,SANTA TERESA,Sectores no parejos: El ID de sectores de contratos no coincide con la posición de las acometidas según los sectores especificados,"Tomar sector GIS, en este caso: ESPAÑA"
6454,1342225,POINT (444558.50939999986 4110718.9299),JUEVES,JUEVES,Acometidas duplicadas: Un mismo ID de acometida tiene varios puntos geométricos asociados,"Distancia menor de 25 metros, unificar en AQUACIS"
6557,1342496,POINT (444417.1425999999 4110107.3444999997),ESPAÑA,ESPAÑA,Acometidas duplicadas: Un mismo ID de acometida tiene varios puntos geométricos asociados,"Distancia menor de 25 metros, unificar en AQUACIS"
6584,1342498,POINT (444421.5409000004 4110096.6587000005),ESPAÑA,ESPAÑA,Acometidas duplicadas: Un mismo ID de acometida tiene varios puntos geométricos asociados,"Distancia menor de 25 metros, unificar en AQUACIS"
6587,1342500,POINT (444420.61319999956 4110116.464299999),ESPAÑA,ESPAÑA,Acometidas duplicadas: Un mismo ID de acometida tiene varios puntos geométricos asociados,"Distancia menor de 25 metros, unificar en AQUACIS"
6634,1342669,POINT (444416.97580000013 4110302.0968999993),ESPAÑA,SANTA TERESA,Sectores no parejos: El ID de sectores de contratos no coincide con la posición de las acometidas según los sectores especificados,"Tomar sector GIS, en este caso: ESPAÑA"
6638,1342670,POINT (444417.9988000002 4110278.356899999),ESPAÑA,SANTA TERESA,Sectores no parejos: El ID de sectores de contratos no coincide con la posición de las acometidas según los sectores especificados,"Tomar sector GIS, en este caso: ESPAÑA"
6639,1342674,POINT (444444.9508999996 4110294.3660000004),ESPAÑA,SANTA TERESA,Sectores no parejos: El ID de sectores de contratos no coincide con la posición de las acometidas según los sectores especificados,"Tomar sector GIS, en este caso: ESPAÑA"
6640,1342675,POINT (444443.95330000017 4110297.785599999),ESPAÑA,SANTA TERESA,Sectores no parejos: El ID de sectores de contratos no coincide con la posición de las acometidas según los sectores especificados,"Tomar sector GIS, en este caso: ESPAÑA"
6643,1342686,POINT (444514.71920000017 4110543.7182),PONIENTE,ESPAÑA,Sectores no parejos: El ID de sectores de contratos no coincide con la posición de las acometidas según los sectores especificados,"Tomar sector GIS, en este caso: PONIENTE"
6644,1342688,POINT (444503.65950000007 4110545.4405000005),PONIENTE,ESPAÑA,Sectores no parejos: El ID de sectores de contratos no coincide con la posición de las acometidas según los sectores especificados,"Tomar sector GIS, en este caso: PONIENTE"
6650,1342744,POINT (444358.88829999976 4110200.753900001),ESPAÑA,SANTA TERESA,Sectores no parejos: El ID de sectores de contratos no coincide con la posición de las acometidas según los sectores especificados,"Tomar sector GIS, en este caso: ESPAÑA"
6651,1342746,POINT (444353.7773000002 4110202.6712999996),ESPAÑA,SANTA TERESA,Sectores no parejos: El ID de sectores de contratos no coincide con la posición de las acometidas según los sectores especificados,"Tomar sector GIS, en este caso: ESPAÑA"
6691,1342811,POINT (444743.21160000004 4110565.0348000005),JUEVES,JUEVES,Acometidas duplicadas: Un mismo ID de acometida tiene varios puntos geométricos asociados,"Distancia menor de 25 metros, unificar en AQUACIS"
6894,1343084,POINT (445560.8230999997 4111704.0416),NEVADA,NEVADA,Acometidas duplicadas: Un mismo ID de acometida tiene varios puntos geométricos asociados,"Distancia menor de 25 metros, unificar en AQUACIS"
6974,1343288,POINT (444212.0832000002 4110297.2486000005),ESPAÑA,SANTA TERESA,Sectores no parejos: El ID de sectores de contratos no coincide con la posición de las acometidas según los sectores especificados,"Tomar sector GIS, en este caso: ESPAÑA"
6975,1343289,POINT (444208.58690000046 4110271.7282999996),ESPAÑA,SANTA TERESA,Sectores no parejos: El ID de sectores de contratos no coincide con la posición de las acometidas según los sectores especificados,"Tomar sector GIS, en este caso: ESPAÑA"
7162,1343978,POINT (445387.5832000002 4111325.5453999992),NEVADA,NEVADA,Acometidas duplicadas: Un mismo ID de acometida tiene varios puntos geométricos asociados,"Distancia mayor de 25 metros, comprobar en GIS y AQUACIS"
7306,3145448,POINT (444596.3883999996 4110016.4979999997),SANTA TERESA,FUD-400,Sectores no definidos: El ID de sectores de contratos no existe en los sectores GIS disponibles,Crear sector en GIS y añadirlo al archivo sectores
7309,1338702,POINT (443926.08690000046 4111113.444599999),MANUEL GALERA,PONIENTE,Sectores no parejos: El ID de sectores de contratos no coincide con la posición de las acometidas según los sectores especificados,"Tomar sector GIS, en este caso: MANUEL GALERA"
7331,1338742,POINT (444285.31879999954 4110895.1536),PONIENTE,PONIENTE,Acometidas duplicadas: Un mismo ID de acometida tiene varios puntos geométricos asociados,"Distancia menor de 25 metros, unificar en AQUACIS"
7406,1338961,POINT (444086.3948999997 4111060.3486),MANUEL GALERA,MANUEL GALERA,Acometidas duplicadas: Un mismo ID de acometida tiene varios puntos geométricos asociados,"Distancia menor de 25 metros, unificar en AQUACIS"
7433,1339019,POINT (444252.5455 4110879.8669000007),PONIENTE,PONIENTE,Acometidas duplicadas: Un mismo ID de acometida tiene varios puntos geométricos asociados,"Distancia menor de 25 metros, unificar en AQUACIS"
7497,1339605,POINT (444177.5773 4110678.8627000004),PONIENTE,PONIENTE,Acometidas duplicadas: Un mismo ID de acometida tiene varios puntos geométricos asociados,"Distancia menor de 25 metros, unificar en AQUACIS"
7542,1339618,POINT (444201.90670000017 4110763.218699999),PONIENTE,PONIENTE,Acometidas duplicadas: Un mismo ID de acometida tiene varios puntos geométricos asociados,"Distancia menor de 25 metros, unificar en AQUACIS"
7588,1340346,POINT (444082.32579999976 4110926.5667000003),PONIENTE,PONIENTE,Acometidas duplicadas: Un mismo ID de acometida tiene varios puntos geométricos asociados,"Distancia menor de 25 metros, unificar en AQUACIS"
7635,1340360,POINT (444105.3881000001 4110955.2490999997),MANUEL GALERA,MANUEL GALERA,Acometidas duplicadas: Un mismo ID de acometida tiene varios puntos geométricos asociados,"Distancia menor de 25 metros, unificar en AQUACIS"
7672,1341181,POINT (444197.3356999997 4110944.8168),PONIENTE,PONIENTE,Acometidas duplicadas: Un mismo ID de acometida tiene varios puntos geométricos asociados,"Distancia menor de 25 metros, unificar en AQUACIS"
7703,1341193,POINT (444154.44849999994 4110830.4341),PONIENTE,PONIENTE,Acometidas duplicadas: Un mismo ID de acometida tiene varios puntos geométricos asociados,"Distancia menor de 25 metros, unificar en AQUACIS"
7748,1341651,POINT (444309.5258999998 4110881.8849),PONIENTE,PONIENTE,Acometidas duplicadas: Un mismo ID de acometida tiene varios puntos geométricos asociados,"Distancia menor de 25 metros, unificar en AQUACIS"
7797,1341684,POINT (444453.05150000006 4111006.4977),PONIENTE,MANUEL GALERA,Sectores no parejos: El ID de sectores de contratos no coincide con la posición de las acometidas según los sectores especificados,"Tomar sector GIS, en este caso: PONIENTE"
7799,1341685,POINT (444439.09329999983 4110986.3044000007),PONIENTE,MANUEL GALERA,Sectores no parejos: El ID de sectores de contratos no coincide con la posición de las acometidas según los sectores especificados,"Tomar sector GIS, en este caso: PONIENTE"
7876,1341743,POINT (444294.70770000014 4110748.295499999),JUEVES,JUEVES,Acometidas duplicadas: Un mismo ID de acometida tiene varios puntos geométricos asociados,"Distancia menor de 25 metros, unificar en AQUACIS"
7954,1342337,POINT (444138.9512 4110817.8715000004),PONIENTE,PONIENTE,Acometidas duplicadas: Un mismo ID de acometida tiene varios puntos geométricos asociados,"Distancia menor de 25 metros, unificar en AQUACIS"
8095,1343230,POINT (444917.85479999986 4110415.3056000005),JUEVES,JUEVES,Acometidas duplicadas: Un mismo ID de acometida tiene varios puntos geométricos asociados,"Distancia menor de 25 metros, unificar en AQUACIS"
8114,1343649,POINT (445454.34229999967 4111437.432600001),NEVADA,NEVADA,Acometidas duplicadas: Un mismo ID de acometida tiene varios puntos geométricos asociados,"Distancia menor de 25 metros, unificar en AQUACIS"
8120,1343841,POINT (445630.75349999964 4112192.8154000007),,PONIENTE,Falta sector: Punto fuera de los polígonos de los sectores,"Añadir punto a polígono GIS, se sugiere el polígono de contratos, en este caso: PONIENTE"
8122,1343842,POINT (445658.26109999977 4112249.2607000005),,PONIENTE,Falta sector: Punto fuera de los polígonos de los sectores,"Añadir punto a polígono GIS, se sugiere el polígono de contratos, en este caso: PONIENTE"
8138,1343926,POINT (445605.5504999999 4112200.1207999997),,CAMPO DE FUTBOL,Falta sector: Punto fuera de los polígonos de los sectores,"Añadir punto a polígono GIS, se sugiere el polígono de contratos, en este caso: CAMPO DE FUTBOL"
8143,1343990,POINT (445250.91500000004 4111209.9364),NEVADA,NEVADA,Acometidas duplicadas: Un mismo ID de acometida tiene varios puntos geométricos asociados,"Distancia mayor de 25 metros, comprobar en GIS y AQUACIS"
8149,1343993,POINT (445269.5536000002 4111227.0835999995),NEVADA,NEVADA,Acometidas duplicadas: Un mismo ID de acometida tiene varios puntos geométricos asociados,"Distancia menor de 25 metros, unificar en AQUACIS"
8157,1343998,POINT (445282.7803999996 4111239.2520000003),NEVADA,NEVADA,Acometidas duplicadas: Un mismo ID de acometida tiene varios puntos geométricos asociados,"Distancia menor de 25 metros, unificar en AQUACIS"
8161,1343999,POINT (445278.4035 4111235.225299999),NEVADA,NEVADA,Acometidas duplicadas: Un mismo ID de acometida tiene varios puntos geométricos asociados,"Distancia menor de 25 metros, unificar en AQUACIS"
8177,1344356,POINT (445671.4584999997 4112223.2081000004),,CAMPO DE FUTBOL,Falta sector: Punto fuera de los polígonos de los sectores,"Añadir punto a polígono GIS, se sugiere el polígono de contratos, en este caso: CAMPO DE FUTBOL"
8223,1344577,POINT (445680.66280000005 4112168.142999999),,CAMPO DE FUTBOL,Falta sector: Punto fuera de los polígonos de los sectores,"Añadir punto a polígono GIS, se sugiere el polígono de contratos, en este caso: CAMPO DE FUTBOL"
8224,1344587,POINT (445739.3364000004 4112272.5957999993),,NEVADA,Falta sector: Punto fuera de los polígonos de los sectores,"Añadir punto a polígono GIS, se sugiere el polígono de contratos, en este caso: NEVADA"
9298,1344611,POINT (445622.1617999999 4112146.2828),,CAMPO DE FUTBOL,Falta sector: Punto fuera de los polígonos de los sectores,"Añadir punto a polígono GIS, se sugiere el polígono de contratos, en este caso: CAMPO DE FUTBOL"
9304,3015445,POINT (445681.5362 4112065.089400001),NEVADA,CAMPO DE FUTBOL,Sectores no parejos: El ID de sectores de contratos no coincide con la posición de las acometidas según los sectores especificados,"Tomar sector GIS, en este caso: NEVADA"
9313,3165046,POINT (444892.75320000015 4110932.9126999993),PARQUE 28 DE FEBRERO,PONIENTE,Sectores no parejos: El ID de sectores de contratos no coincide con la posición de las acometidas según los sectores especificados,"Tomar sector GIS, en este caso: PARQUE 28 DE FEBRERO"
9322,3156999,POINT (444416.2002999997 4110935.181399999),JUEVES,PONIENTE,Sectores no parejos: El ID de sectores de contratos no coincide con la posición de las acometidas según los sectores especificados,"Tomar sector GIS, en este caso: JUEVES"
9329,3165038,POINT (444871.7022000002 4110950.6268000007),JUEVES,PONIENTE,Sectores no parejos: El ID de sectores de contratos no coincide con la posición de las acometidas según los sectores especificados,"Tomar sector GIS, en este caso: JUEVES"
9517,1344583,POINT (446113.7449000003 4111823.868899999),FERIA DE MUESTRAS,NEVADA,Sectores no parejos: El ID de sectores de contratos no coincide con la posición de las acometidas según los sectores especificados,"Tomar sector GIS, en este caso: FERIA DE MUESTRAS"
9522,1342747,POINT (444354.25739999954 4110202.4910000004),ESPAÑA,SANTA TERESA,Sectores no parejos: El ID de sectores de contratos no coincide con la posición de las acometidas según los sectores especificados,"Tomar sector GIS, en este caso: ESPAÑA"
9523,1342745,POINT (444364.6213999996 4110198.6027000006),ESPAÑA,SANTA TERESA,Sectores no parejos: El ID de sectores de contratos no coincide con la posición de las acometidas según los sectores especificados,"Tomar sector GIS, en este caso: ESPAÑA"
9612,3209951,POINT (444613.51070000045 4111323.4449000005),MANUEL GALERA,PONIENTE,Sectores no parejos: El ID de sectores de contratos no coincide con la posición de las acometidas según los sectores especificados,"Tomar sector GIS, en este caso: MANUEL GALERA"
9642,1338640,POINT (444102.68769999966 4110475.6142999995),PONIENTE,ESPAÑA,Sectores no parejos: El ID de sectores de contratos no coincide con la posición de las acometidas según los sectores especificados,"Tomar sector GIS, en este caso: PONIENTE"
9668,3259756,POINT (445257.80840000045 4111439.9953000005),NEVADA,NEVADA,Acometidas duplicadas: Un mismo ID de acometida tiene varios puntos geométricos asociados,"Distancia mayor de 25 metros, comprobar en GIS y AQUACIS"
9686,3271654,POINT (445222.78699999955 4110802.4876000006),PARQUE 28 DE FEBRERO,PONIENTE,Sectores no parejos: El ID de sectores de contratos no coincide con la posición de las acometidas según los sectores especificados,"Tomar sector GIS, en este caso: PARQUE 28 DE FEBRERO"
9759,1339177,POINT (444715.7242999999 4110331.6625999995),SANTA TERESA,FUD-400,Sectores no definidos: El ID de sectores de contratos no existe en los sectores GIS disponibles,Crear sector en GIS y añadirlo al archivo sectores
9761,3302938,POINT (445681.58690000046 4112167.4581000004),,CAMPO DE FUTBOL,Falta sector: Punto fuera de los polígonos de los sectores,"Añadir punto a polígono GIS, se sugiere el polígono de contratos, en este caso: CAMPO DE FUTBOL"
9779,2996007,POINT (444289.42760000005 4110128.701199999),SANTA TERESA,ESPAÑA,Sectores no parejos: El ID de sectores de contratos no coincide con la posición de las acometidas según los sectores especificados,"Tomar sector GIS, en este caso: SANTA TERESA"
9816,1338701,POINT (443889.69049999956 4111005.9473),MANUEL GALERA,PONIENTE,Sectores no parejos: El ID de sectores de contratos no coincide con la posición de las acometidas según los sectores especificados,"Tomar sector GIS, en este caso: MANUEL GALERA"
